ID,Surname,First Name,Department,Staff or Student,Date of first journey,Destination,Estimated CO2eq emission (please enter in kg),Travel mode
3465,Duhamel,Dorthy,Meteorology,Staff,2021-06-11,Milan,148.364331,Flight
3690,Trexler,Dennis,Meteorology,Student,2021-06-11,Stockholm,12.16869905,Train
2630,Kindig,David,Meteorology,Staff,2021-06-11,Warsaw,221.6075208,Flight
4725,Brisbon,Sherri,Mathematics and Statistics,Student,2021-06-11,LA,2652,Flight
4943,Sparks,Mildred,Meteorology,Staff,2021-06-11,Milan,148.364331,Flight
3809,Kassin,Ramon,Mathematics and Statistics,Student,2021-06-12,Delhi,1976,Flight
2644,Helgason,Debbie,Computer Science,Student,2021-06-12,Rome,10.31333905,Train
3663,Wallace,Christina,Meteorology,Staff,2021-06-12,Paris,56.23458,Flight
3643,Williams,Anthony,Meteorology,Staff,2021-06-12,Belgrade,256.8752214,Flight
4296,Gonyea,Edwin,Mathematics and Statistics,Staff,2021-06-13,Rotterdam,4.40548925,Train
3490,Donaldson,Debra,Meteorology,Student,2021-06-13,Amsterdam,4.91227905,Train
1577,Brannen,William,Mathematics and Statistics,Student,2021-06-13,Budapest,10.00140665,Train
2849,Meeks,Oscar,Mathematics and Statistics,Student,2021-06-13,Cape Town,2893,Flight
4991,Williams,Lillian,Meteorology,Staff,2021-06-13,Dublin,72.5432298,Flight
1340,Griffith,Anna,Computer Science,Staff,2021-06-13,Kigali,1976,Flight
3020,Willis,Gerald,Mathematics and Statistics,Staff,2021-06-13,Monaco,158.0826528,Flight
1267,Duclos,Myrtle,Mathematics and Statistics,Student,2021-06-13,Vienna,192.2462124,Flight
1701,Helgason,Debbie,Computer Science,Student,2021-06-14,Barcelona,175.3229112,Flight
3713,Marceau,Barry,Meteorology,Staff,2021-06-14,Zurich,6.76946765,Train
3384,Reynolds,Margaret,Mathematics and Statistics,Staff,2021-06-14,Rome,10.31333905,Train
1939,Laverdiere,Walter,Meteorology,Student,2021-06-14,Milan,148.364331,Flight
3602,Vinciguerra,David,Mathematics and Statistics,Student,2021-06-14,Paris,56.23458,Flight
2723,Keen,Jose,Computer Science,Staff,2021-06-14,Accra,1494,Flight
3221,Gonzales,John,Meteorology,Staff,2021-06-15,Helsinki,279.3243444,Flight
1556,Martin,Bernard,Meteorology,Student,2021-06-15,Denver,2254,Flight
1492,Valenzuela,Hattie,Meteorology,Staff,2021-06-15,Belgrade,256.8752214,Flight
870,Scrivens,Sharon,Meteorology,Staff,2021-06-15,Brussels,3.95337905,Train
119,Maxwell,Margaret,Meteorology,Staff,2021-06-16,Copenhagen,147.5835576,Flight
3041,Jones,Boyd,Meteorology,Staff,2021-06-17,Berlin,7.68193905,Train
1317,Barnett,Graham,Computer Science,Student,2021-06-17,Chicago,1928,Flight
1702,Duhamel,Dorthy,Meteorology,Staff,2021-06-17,Stockholm,12.16869905,Train
2902,Pariente,Nancy,Meteorology,Student,2021-06-17,Paris,4.34139905,Train
1290,Scrivens,Sharon,Meteorology,Staff,2021-06-17,Vienna,12.12855905,Train
714,Burgess,Sara,Meteorology,Staff,2021-06-17,Amsterdam,55.1004198,Flight
2153,Ragan,Ivonne,Meteorology,Student,2021-06-18,Tokyo,2893,Flight
296,Lee,Irene,Meteorology,Staff,2021-06-18,Toronto,1687,Flight
2900,Mons,Don,Meteorology,Staff,2021-06-18,Cologne,4.88609885,Train
1047,Price,Leslie,Meteorology,Staff,2021-06-19,Stockholm,12.16869905,Train
3163,Helgason,Debbie,Computer Science,Student,2021-06-19,Stockholm,12.16869905,Train
4954,Ruby,James,Meteorology,Staff,2021-06-20,Belgrade,11.43230845,Train
4320,Ollig,Sheila,Mathematics and Statistics,Staff,2021-06-20,Rome,221.2103382,Flight
1041,Schneider,Joseph,Computer Science,Staff,2021-06-20,Berlin,144.5163414,Flight
869,Oneil,Karen,Mathematics and Statistics,Staff,2021-06-21,Vienna,192.2462124,Flight
3097,Kellison,Shirley,Mathematics and Statistics,Student,2021-06-21,Vienna,192.2462124,Flight
1750,Croy,Richard,Meteorology,Student,2021-06-21,Sydney,5063,Flight
4561,Muto,Donn,Mathematics and Statistics,Student,2021-06-21,Amsterdam,55.1004198,Flight
522,Gonzales,John,Meteorology,Staff,2021-06-21,Vaduz,7.80235905,Train
332,Castellanos,Mary,Mathematics and Statistics,Student,2021-06-21,Budapest,10.00140665,Train
501,Wynn,Donna,Mathematics and Statistics,Student,2021-06-22,Belgrade,256.8752214,Flight
2412,Roy,Paulette,Computer Science,Student,2021-06-22,Rome,10.31333905,Train
3329,Taylor,Antone,Meteorology,Staff,2021-06-22,Stockholm,221.0140122,Flight
507,Bourne,Marta,Meteorology,Staff,2021-06-22,Rome,221.2103382,Flight
731,Cook,Janice,Meteorology,Staff,2021-06-22,Rome,10.31333905,Train
3416,Smith,Kenneth,Meteorology,Student,2021-06-22,Milan,7.89918565,Train
4528,Kendall,Margo,Meteorology,Student,2021-06-22,Monaco,158.0826528,Flight
1972,Shaw,Harold,Mathematics and Statistics,Student,2021-06-23,Copenhagen,9.34105905,Train
3925,Pariente,Nancy,Meteorology,Student,2021-06-23,Amsterdam,4.91227905,Train
4349,Rivers,Harvey,Mathematics and Statistics,Staff,2021-06-23,Paris,56.23458,Flight
1836,Oneil,Karen,Mathematics and Statistics,Staff,2021-06-24,Cape Town,2893,Flight
2878,Keen,Jose,Computer Science,Staff,2021-06-24,Delhi,1976,Flight
3965,Barber,Glen,Meteorology,Staff,2021-06-24,Vaduz,7.80235905,Train
684,Reese,Roberta,Meteorology,Staff,2021-06-25,Barcelona,175.3229112,Flight
2160,Bohannan,George,Meteorology,Staff,2021-06-25,Cologne,4.88609885,Train
2755,Niemczyk,Kellye,Meteorology,Staff,2021-06-25,Lisbon,13.23017905,Train
2472,Vaillancourt,Evelia,Meteorology,Staff,2021-06-26,Budapest,10.00140665,Train
897,Dahl,Alfonso,Meteorology,Staff,2021-06-26,Madrid,10.66121905,Train
2765,Pray,Jessica,Mathematics and Statistics,Staff,2021-06-27,Brussels,52.1993256,Flight
2626,Whitaker,Thomas,Meteorology,Staff,2021-06-27,Paris,4.34139905,Train
730,Robbins,Walter,Meteorology,Staff,2021-06-27,Rome,10.31333905,Train
2654,Lee,Irene,Meteorology,Staff,2021-06-27,Accra,1494,Flight
1110,Honeycutt,Jack,Meteorology,Student,2021-06-27,Barcelona,175.3229112,Flight
1214,Kluck,Betty,Mathematics and Statistics,Student,2021-06-27,Stockholm,12.16869905,Train
3630,Maisenbacher,Nancy,Meteorology,Student,2021-06-27,Rome,10.31333905,Train
618,Hernandez,Anne,Computer Science,Staff,2021-06-28,Copenhagen,9.34105905,Train
2814,Denn,Errol,Meteorology,Staff,2021-06-28,Belfast,80.0851686,Flight
4388,Pickerel,Morris,Meteorology,Staff,2021-06-28,Oslo,182.4827694,Flight
3052,Blosser,Ruby,Meteorology,Staff,2021-06-28,Luxembourg,77.173503,Flight
747,Thomas,Florence,Meteorology,Staff,2021-06-28,Cape Town,2893,Flight
4131,Vinciguerra,David,Mathematics and Statistics,Student,2021-06-29,Warsaw,221.6075208,Flight
1162,Tuggle,Donya,Meteorology,Staff,2021-06-29,Nanjing,2820,Flight
4965,Romano,John,Mathematics and Statistics,Student,2021-06-29,Monaco,158.0826528,Flight
1815,Lawson,Frank,Meteorology,Student,2021-06-29,Cologne,79.9764342,Flight
4133,Green,Wendy,Meteorology,Staff,2021-06-29,Denver,2254,Flight
4144,Foster,Altagracia,Mathematics and Statistics,Student,2021-06-29,Warsaw,221.6075208,Flight
3011,Dahl,Alfonso,Meteorology,Staff,2021-06-30,Sydney,5063,Flight
4838,Feiner,Pete,Meteorology,Student,2021-06-30,Rotterdam,4.40548925,Train
4970,Manylath,Victoria,Meteorology,Student,2021-06-30,Helsinki,279.3243444,Flight
4457,Estrada,Patricia,Meteorology,Staff,2021-06-30,Vienna,192.2462124,Flight
3972,Gonzalez,Richard,Meteorology,Staff,2021-06-30,Jakarta,3544,Flight
994,Evens,Frances,Mathematics and Statistics,Student,2021-07-01,Berlin,7.68193905,Train
3613,Graves,Dennis,Mathematics and Statistics,Student,2021-07-01,Copenhagen,147.5835576,Flight
1085,Richerson,Guadalupe,Meteorology,Staff,2021-07-01,Delhi,1976,Flight
126,Brown,Eric,Meteorology,Staff,2021-07-01,Brussels,52.1993256,Flight
150,Lawrence,John,Mathematics and Statistics,Student,2021-07-01,Kigali,1976,Flight
4672,Rankin,Judith,Meteorology,Student,2021-07-01,Delhi,1976,Flight
1672,Akin,Eric,Meteorology,Student,2021-07-01,Monaco,158.0826528,Flight
726,Kosmowski,Mindy,Walker Institute,Staff,2021-07-02,Jakarta,3544,Flight
1135,Keen,Jose,Computer Science,Staff,2021-07-02,Vienna,192.2462124,Flight
2863,Williams,Anthony,Meteorology,Staff,2021-07-02,Milan,148.364331,Flight
203,Trevethan,Michael,Meteorology,Student,2021-07-02,Jakarta,3544,Flight
2191,Helgason,Debbie,Computer Science,Student,2021-07-02,Denver,2254,Flight
3596,Branco,Charles,Meteorology,Staff,2021-07-02,Jakarta,3544,Flight
3894,Condon,Pearl,Meteorology,Staff,2021-07-03,Milan,148.364331,Flight
4911,Mcveigh,Anthony,Meteorology,Staff,2021-07-03,Cape Town,2893,Flight
4067,Camacho,Thomas,Meteorology,Staff,2021-07-03,Delhi,1976,Flight
611,Mcelroy,Sybil,Mathematics and Statistics,Student,2021-07-04,Madrid,191.3733168,Flight
989,Feather,James,Meteorology,Student,2021-07-04,Andorra La Vella,168.8791902,Flight
2552,Kinard,Steven,Walker Institute,Staff,2021-07-04,Kigali,1976,Flight
1023,Hogan,Shavonne,Computer Science,Staff,2021-07-04,Toronto,1687,Flight
4106,Schnelder,David,Mathematics and Statistics,Student,2021-07-05,Warsaw,221.6075208,Flight
2246,Altenburg,Brad,Meteorology,Staff,2021-07-05,Chicago,1928,Flight
15,Dahl,Alfonso,Meteorology,Staff,2021-07-05,Cologne,4.88609885,Train
1228,Rossi,Robert,Meteorology,Student,2021-07-05,Madrid,10.66121905,Train
341,Wint,Robert,Meteorology,Student,2021-07-05,Budapest,224.7109818,Flight
1394,Zebell,Jeremiah,Meteorology,Student,2021-07-05,Warsaw,9.58867825,Train
896,Koonce,Marilyn,Meteorology,Staff,2021-07-05,Zurich,119.0377572,Flight
4837,Mcnulty,Luz,Mathematics and Statistics,Staff,2021-07-06,Copenhagen,147.5835576,Flight
3540,Smith,Kenneth,Meteorology,Student,2021-07-06,Milan,148.364331,Flight
4811,Wilhelm,Shaunta,Meteorology,Staff,2021-07-06,Milan,7.89918565,Train
4638,Whitley,Paris,Meteorology,Staff,2021-07-06,Cologne,4.88609885,Train
1605,Oneil,Karen,Mathematics and Statistics,Staff,2021-07-06,Zurich,119.0377572,Flight
2641,Evens,Frances,Mathematics and Statistics,Student,2021-07-06,Berlin,144.5163414,Flight
1573,Willis,Gerald,Mathematics and Statistics,Staff,2021-07-06,Prague,7.90297665,Train
2562,Lyman,John,Meteorology,Staff,2021-07-06,Copenhagen,9.34105905,Train
1141,Gavin,Leonard,Mathematics and Statistics,Student,2021-07-06,Budapest,10.00140665,Train
970,Mulholland,Hugh,Meteorology,Staff,2021-07-06,Brussels,52.1993256,Flight
4845,Relyea,Robert,Meteorology,Staff,2021-07-07,Nanjing,2820,Flight
930,Durham,Elnora,Meteorology,Student,2021-07-07,Rome,221.2103382,Flight
509,Hayden,Howard,Mathematics and Statistics,Staff,2021-07-07,Vaduz,141.8297316,Flight
2059,Giese,Mary,Mathematics and Statistics,Staff,2021-07-07,Paris,56.23458,Flight
2847,Reed,Pete,Meteorology,Staff,2021-07-08,Warsaw,221.6075208,Flight
3149,Donaldson,Debra,Meteorology,Student,2021-07-08,Oslo,182.4827694,Flight
1183,Cables,Bruce,Meteorology,Staff,2021-07-08,Cologne,4.88609885,Train
2787,Faye,Tyler,Meteorology,Staff,2021-07-08,Denver,2254,Flight
4429,Martin,Shannon,Meteorology,Staff,2021-07-08,Lisbon,13.23017905,Train
1413,Blosser,Ruby,Meteorology,Staff,2021-07-08,Luxembourg,77.173503,Flight
1137,Shaw,Harold,Mathematics and Statistics,Student,2021-07-08,Rome,10.31333905,Train
1118,Gonyea,Edwin,Mathematics and Statistics,Staff,2021-07-08,Stockholm,221.0140122,Flight
687,Altenburg,Brad,Meteorology,Staff,2021-07-09,Brussels,52.1993256,Flight
3408,Kinard,Steven,Walker Institute,Staff,2021-07-09,Tokyo,2893,Flight
1343,Clardy,Howard,Computer Science,Student,2021-07-09,Milan,7.89918565,Train
2623,Ray,Timothy,Mathematics and Statistics,Staff,2021-07-10,Amsterdam,4.91227905,Train
1011,Lea,Charlene,Meteorology,Student,2021-07-10,Monaco,158.0826528,Flight
54,Pray,Jessica,Mathematics and Statistics,Staff,2021-07-11,Luxembourg,77.173503,Flight
4766,Griffith,Anna,Computer Science,Staff,2021-07-11,LA,2652,Flight
1651,Croy,Richard,Meteorology,Student,2021-07-11,Amsterdam,55.1004198,Flight
1348,Kirby,Linda,Computer Science,Student,2021-07-11,LA,2652,Flight
1561,Dahl,Alfonso,Meteorology,Staff,2021-07-11,Lisbon,240.2479194,Flight
4541,Ryan,Jeffrey,Mathematics and Statistics,Student,2021-07-11,Cape Town,2893,Flight
418,Rankin,Judith,Meteorology,Student,2021-07-11,Warsaw,221.6075208,Flight
2274,Camacho,Thomas,Meteorology,Staff,2021-07-12,Kigali,1976,Flight
4400,Avery,Elizabeth,Meteorology,Staff,2021-07-12,Chicago,1928,Flight
4275,Lu,Delcie,Mathematics and Statistics,Student,2021-07-13,Budapest,224.7109818,Flight
972,Shaughnessy,Stephen,Meteorology,Student,2021-07-13,Amsterdam,4.91227905,Train
3939,Duclos,Myrtle,Mathematics and Statistics,Student,2021-07-13,Delhi,1976,Flight
3813,Rieben,Tyler,Meteorology,Student,2021-07-13,Madrid,10.66121905,Train
4853,Anderson,Alvin,Mathematics and Statistics,Staff,2021-07-13,Oslo,12.54779905,Train
141,Gonyea,Edwin,Mathematics and Statistics,Staff,2021-07-13,Milan,148.364331,Flight
52,Taylor,Antone,Meteorology,Staff,2021-07-13,Chicago,1928,Flight
1599,Cronin,Troy,Meteorology,Staff,2021-07-13,Rotterdam,55.1004198,Flight
2009,Hanson,Lawrence,Meteorology,Student,2021-07-13,Cologne,79.9764342,Flight
2300,Tuggle,Donya,Meteorology,Staff,2021-07-14,Stockholm,12.16869905,Train
599,Granger,David,Meteorology,Staff,2021-07-14,Cape Town,2893,Flight
1259,Scott,Reginald,Meteorology,Student,2021-07-15,Madrid,10.66121905,Train
809,Williams,Anthony,Meteorology,Staff,2021-07-15,Amsterdam,55.1004198,Flight
2974,Werner,Dorthy,Meteorology,Student,2021-07-15,Rome,10.31333905,Train
310,Bennett,Janet,Meteorology,Staff,2021-07-16,Vienna,192.2462124,Flight
3081,Duque,Robert,Computer Science,Staff,2021-07-16,Chicago,1928,Flight
2984,Freeman,Marvin,Meteorology,Staff,2021-07-16,Madrid,10.66121905,Train
828,Lee,Irene,Meteorology,Staff,2021-07-16,Rome,10.31333905,Train
914,Mitchell,Paul,Meteorology,Staff,2021-07-16,Helsinki,279.3243444,Flight
1472,Tracy,Carol,Meteorology,Staff,2021-07-16,Barcelona,8.94938185,Train
254,Reyes,Rob,Mathematics and Statistics,Staff,2021-07-16,New York,1687,Flight
4421,Gonzalez,Richard,Meteorology,Staff,2021-07-16,Andorra La Vella,168.8791902,Flight
2106,Landfried,Eric,Meteorology,Student,2021-07-17,Monaco,8.73449905,Train
1799,Law,Howard,Meteorology,Staff,2021-07-17,LA,2652,Flight
673,Nye,Marianne,Mathematics and Statistics,Staff,2021-07-17,Lisbon,13.23017905,Train
206,Arana,Mildred,Meteorology,Staff,2021-07-18,Tokyo,2893,Flight
4367,Fung,Matthew,Meteorology,Staff,2021-07-18,Cologne,4.88609885,Train
2032,Lear,Eugenia,Meteorology,Student,2021-07-18,Kigali,1976,Flight
1549,Sweitzer,Guadalupe,Meteorology,Student,2021-07-18,LA,2652,Flight
4606,Glass,Stephanie,Meteorology,Staff,2021-07-18,Lisbon,13.23017905,Train
450,Kluck,Betty,Mathematics and Statistics,Student,2021-07-18,Madrid,191.3733168,Flight
4979,Gladney,Jose,Meteorology,Staff,2021-07-19,Lisbon,240.2479194,Flight
283,Mitchell,Paul,Meteorology,Staff,2021-07-19,Zurich,119.0377572,Flight
200,Rybka,Donald,Meteorology,Staff,2021-07-19,Zurich,119.0377572,Flight
1241,Creed,Juan,Computer Science,Student,2021-07-20,Warsaw,9.58867825,Train
2200,Martin,Bernard,Meteorology,Student,2021-07-20,Paris,4.34139905,Train
3059,Dickman,Richard,Meteorology,Staff,2021-07-20,Kigali,1976,Flight
2242,Cambre,Kip,Meteorology,Staff,2021-07-21,Paris,4.34139905,Train
1990,Perez,Cesar,Mathematics and Statistics,Staff,2021-07-21,Oslo,12.54779905,Train
4420,Williamson,Diane,Meteorology,Staff,2021-07-22,Milan,148.364331,Flight
2946,Clardy,Howard,Computer Science,Student,2021-07-22,Warsaw,9.58867825,Train
1209,Gonzalez,Richard,Meteorology,Staff,2021-07-22,Copenhagen,9.34105905,Train
1509,Keen,Jose,Computer Science,Staff,2021-07-22,Kigali,1976,Flight
4964,Moore,Booker,Mathematics and Statistics,Student,2021-07-22,Copenhagen,147.5835576,Flight
3238,Canfield,Maria,Meteorology,Staff,2021-07-22,Oslo,12.54779905,Train
178,Honeycutt,Jack,Meteorology,Student,2021-07-23,Stockholm,12.16869905,Train
249,Gonzalez,Richard,Meteorology,Staff,2021-07-23,Copenhagen,147.5835576,Flight
3774,Schneider,Joseph,Computer Science,Staff,2021-07-23,Brussels,52.1993256,Flight
2584,Lawrence,John,Mathematics and Statistics,Student,2021-07-24,Denver,2254,Flight
2384,Raya,Dewey,Walker Institute,Staff,2021-07-24,Amsterdam,55.1004198,Flight
3425,Urbanek,Jack,Meteorology,Student,2021-07-24,Sydney,5063,Flight
3199,Niemczyk,Kellye,Meteorology,Staff,2021-07-24,Stockholm,221.0140122,Flight
162,Doctor,Amy,Meteorology,Staff,2021-07-25,Sydney,5063,Flight
375,Shelton,Anthony,Mathematics and Statistics,Staff,2021-07-25,Accra,1494,Flight
1717,Davis,Louis,Meteorology,Staff,2021-07-26,Oslo,12.54779905,Train
2226,Longfellow,Edward,Meteorology,Student,2021-07-26,Luxembourg,4.98809905,Train
1203,Brown,Jimmy,Meteorology,Student,2021-07-26,Monaco,158.0826528,Flight
3033,Lea,Charlene,Meteorology,Student,2021-07-26,Berlin,144.5163414,Flight
3180,Donaldson,Debra,Meteorology,Student,2021-07-27,Paris,4.34139905,Train
3283,Feather,James,Meteorology,Student,2021-07-27,Brussels,3.95337905,Train
2931,Freeman,Marvin,Meteorology,Staff,2021-07-27,Rome,221.2103382,Flight
1146,Ullman,Joyce,Meteorology,Student,2021-07-27,Cologne,4.88609885,Train
4759,Droke,Marcos,Mathematics and Statistics,Staff,2021-07-27,Stockholm,12.16869905,Train
2452,Barnes,Petra,Meteorology,Student,2021-07-28,Stockholm,12.16869905,Train
2550,Finn,Chad,Meteorology,Student,2021-07-28,New York,1687,Flight
1179,Young,Barbara,Mathematics and Statistics,Staff,2021-07-28,Denver,2254,Flight
348,Mcnichols,Emma,Mathematics and Statistics,Staff,2021-07-28,Warsaw,9.58867825,Train
1163,Burge,Betty,Meteorology,Student,2021-07-28,Delhi,1976,Flight
721,Simmons,Catherine,Meteorology,Staff,2021-07-28,Prague,157.2156132,Flight
1486,Bass,Kevin,Meteorology,Staff,2021-07-29,Oslo,182.4827694,Flight
2117,Kassin,Ramon,Mathematics and Statistics,Student,2021-07-29,Dublin,72.5432298,Flight
1850,Vivier,Fred,Meteorology,Student,2021-07-29,Milan,7.89918565,Train
517,Westmoreland,Donald,Computer Science,Student,2021-07-29,Dublin,72.5432298,Flight
4913,Schneeman,Benjamin,Meteorology,Staff,2021-07-29,Cape Town,2893,Flight
4005,Bozeman,Casey,Meteorology,Student,2021-07-29,Helsinki,279.3243444,Flight
1138,Kline,Jorge,Meteorology,Staff,2021-07-30,Vaduz,141.8297316,Flight
3350,Dickman,Richard,Meteorology,Staff,2021-07-30,Kigali,1976,Flight
956,Delgado,Gary,Mathematics and Statistics,Student,2021-07-30,Cologne,79.9764342,Flight
3969,Bremer,Tom,Meteorology,Student,2021-07-30,Belgrade,256.8752214,Flight
4921,Freudenburg,James,Computer Science,Staff,2021-07-30,Delhi,1976,Flight
4273,Hasberry,Gerald,Meteorology,Student,2021-07-30,Barcelona,175.3229112,Flight
4855,Gladney,Jose,Meteorology,Staff,2021-07-31,Rotterdam,55.1004198,Flight
2185,Ullman,Joyce,Meteorology,Student,2021-07-31,Zurich,119.0377572,Flight
1127,Valenzuela,Hattie,Meteorology,Staff,2021-07-31,Belgrade,11.43230845,Train
678,Estrada,Patricia,Meteorology,Staff,2021-07-31,Cologne,79.9764342,Flight
2267,Davis,Louis,Meteorology,Staff,2021-07-31,Berlin,7.68193905,Train
3137,Bryan,Wendy,Computer Science,Staff,2021-08-01,Sydney,5063,Flight
3850,Lamantia,Harold,Computer Science,Staff,2021-08-01,Amsterdam,55.1004198,Flight
3070,Mayers,Ralph,Mathematics and Statistics,Staff,2021-08-01,Milan,148.364331,Flight
1977,Reitano,Michael,Computer Science,Staff,2021-08-02,Cape Town,2893,Flight
213,Droke,Marcos,Mathematics and Statistics,Staff,2021-08-02,New York,1687,Flight
1304,Martinez,Georgia,Meteorology,Staff,2021-08-02,Amsterdam,55.1004198,Flight
3998,Camacho,Thomas,Meteorology,Staff,2021-08-02,Milan,7.89918565,Train
57,Heins,Paul,Meteorology,Staff,2021-08-02,Rotterdam,55.1004198,Flight
2517,Allen,Violet,Computer Science,Staff,2021-08-03,Amsterdam,55.1004198,Flight
1057,Charles,Mitchell,Meteorology,Staff,2021-08-03,Copenhagen,9.34105905,Train
1676,Mcveigh,Anthony,Meteorology,Staff,2021-08-04,LA,2652,Flight
3799,Shaw,Robert,Computer Science,Student,2021-08-04,Kigali,1976,Flight
1745,Quinn,Faye,Mathematics and Statistics,Student,2021-08-04,Denver,2254,Flight
3049,Werner,Dorthy,Meteorology,Student,2021-08-04,Rotterdam,55.1004198,Flight
66,Lawhorn,Ernest,Meteorology,Staff,2021-08-04,Kigali,1976,Flight
196,Griffis,Adela,Meteorology,Staff,2021-08-04,Lisbon,13.23017905,Train
4930,Hernandez,Anne,Computer Science,Staff,2021-08-04,Madrid,191.3733168,Flight
496,Lawson,Frank,Meteorology,Student,2021-08-04,Belfast,80.0851686,Flight
2576,Thomas,Florence,Meteorology,Staff,2021-08-04,Cologne,4.88609885,Train
3825,Reynolds,Margaret,Mathematics and Statistics,Staff,2021-08-04,Accra,1494,Flight
1613,Ruby,Anna,Meteorology,Staff,2021-08-05,Chicago,1928,Flight
2258,Mcdonald,Wayne,Computer Science,Staff,2021-08-05,Warsaw,221.6075208,Flight
2079,Law,Howard,Meteorology,Staff,2021-08-05,Vienna,12.12855905,Train
4867,Price,Leslie,Meteorology,Staff,2021-08-05,Berlin,144.5163414,Flight
4513,Niemczyk,Kellye,Meteorology,Staff,2021-08-05,Prague,7.90297665,Train
3638,Droke,Marcos,Mathematics and Statistics,Staff,2021-08-05,Vaduz,141.8297316,Flight
723,Maddox,Michael,Meteorology,Student,2021-08-06,Stockholm,221.0140122,Flight
2528,Mills,Lisa,Mathematics and Statistics,Staff,2021-08-06,Monaco,158.0826528,Flight
1352,Bryan,Wendy,Computer Science,Staff,2021-08-06,Budapest,224.7109818,Flight
1469,Neal,Elva,Mathematics and Statistics,Staff,2021-08-06,Amsterdam,4.91227905,Train
652,Hart,Natisha,Meteorology,Staff,2021-08-06,Cape Town,2893,Flight
4661,Swales,Richard,Meteorology,Staff,2021-08-07,Monaco,8.73449905,Train
4791,Bushman,Eugenia,Meteorology,Staff,2021-08-08,Barcelona,175.3229112,Flight
1166,Reitano,Michael,Computer Science,Staff,2021-08-08,Rome,10.31333905,Train
4178,Finn,Chad,Meteorology,Student,2021-08-08,Copenhagen,9.34105905,Train
1615,Shams,Scott,Meteorology,Student,2021-08-08,Milan,7.89918565,Train
1548,Harris,Steven,Meteorology,Staff,2021-08-08,Berlin,144.5163414,Flight
3732,Johnson,Christopher,Mathematics and Statistics,Student,2021-08-08,Barcelona,175.3229112,Flight
3342,Bosworth,Teresa,Meteorology,Staff,2021-08-09,Cologne,4.88609885,Train
3021,Mons,Don,Meteorology,Staff,2021-08-09,Vienna,192.2462124,Flight
1099,Hawkin,Matthew,Meteorology,Staff,2021-08-09,Paris,4.34139905,Train
771,Weber,Gerry,Meteorology,Staff,2021-08-09,Sydney,5063,Flight
3217,Mulholland,Hugh,Meteorology,Staff,2021-08-09,Madrid,10.66121905,Train
4937,Denn,Errol,Meteorology,Staff,2021-08-09,Cologne,4.88609885,Train
3498,Shelton,Anthony,Mathematics and Statistics,Staff,2021-08-09,Toronto,1687,Flight
4094,Leiva,Carmen,Meteorology,Staff,2021-08-10,Madrid,191.3733168,Flight
116,Wallace,Christina,Meteorology,Staff,2021-08-11,Vaduz,141.8297316,Flight
4931,Schmitz,Ruth,Computer Science,Student,2021-08-12,Budapest,224.7109818,Flight
17,Mcelroy,Sybil,Mathematics and Statistics,Student,2021-08-12,Warsaw,9.58867825,Train
4842,Stutzman,Anthony,Mathematics and Statistics,Student,2021-08-12,Milan,148.364331,Flight
4621,Johnson,Christopher,Mathematics and Statistics,Student,2021-08-12,Paris,4.34139905,Train
2826,Penya,Thomas,Meteorology,Staff,2021-08-12,New York,1687,Flight
1467,Shelton,Anthony,Mathematics and Statistics,Staff,2021-08-12,Kigali,1976,Flight
3926,Gonzales,John,Meteorology,Staff,2021-08-12,Zurich,6.76946765,Train
2929,Lamantia,Harold,Computer Science,Staff,2021-08-13,Chicago,1928,Flight
2609,Stokes,Kelsey,Computer Science,Student,2021-08-13,Cologne,4.88609885,Train
2788,Husted,Estelle,Meteorology,Student,2021-08-14,Lisbon,240.2479194,Flight
4449,Stokes,Kelsey,Computer Science,Student,2021-08-14,Budapest,10.00140665,Train
859,Bell,Carolyn,Meteorology,Staff,2021-08-14,Milan,148.364331,Flight
2451,Hjort,Ricky,Walker Institute,Staff,2021-08-14,Rotterdam,4.40548925,Train
227,Caruso,Kelly,Meteorology,Staff,2021-08-14,Milan,148.364331,Flight
1164,Urbanek,Jack,Meteorology,Student,2021-08-14,Luxembourg,4.98809905,Train
4772,Williamson,Diane,Meteorology,Staff,2021-08-15,Paris,4.34139905,Train
4637,Rocha,John,Mathematics and Statistics,Student,2021-08-15,Jakarta,3544,Flight
1437,Prince,Kristen,Meteorology,Student,2021-08-15,Denver,2254,Flight
1828,Jones,Stephen,Meteorology,Staff,2021-08-15,Vaduz,141.8297316,Flight
3563,Chapman,Ronald,Meteorology,Staff,2021-08-15,Monaco,158.0826528,Flight
4974,Brown,Eric,Meteorology,Staff,2021-08-16,Zurich,119.0377572,Flight
2065,Maxwell,Margaret,Meteorology,Staff,2021-08-16,Jakarta,3544,Flight
1031,Freeman,Marvin,Meteorology,Staff,2021-08-16,Barcelona,8.94938185,Train
2404,Shelton,Anthony,Mathematics and Statistics,Staff,2021-08-16,Lisbon,240.2479194,Flight
3828,Pharis,Howard,Meteorology,Staff,2021-08-17,Stockholm,221.0140122,Flight
3482,Veenstra,James,Meteorology,Student,2021-08-17,Andorra La Vella,168.8791902,Flight
4455,Condon,Pearl,Meteorology,Staff,2021-08-17,Berlin,7.68193905,Train
2518,Croy,Richard,Meteorology,Student,2021-08-17,Copenhagen,9.34105905,Train
0,Maisenbacher,Nancy,Meteorology,Student,2021-08-17,Luxembourg,4.98809905,Train
1067,Clark,Robert,Meteorology,Staff,2021-08-17,Denver,2254,Flight
